text,sentiment
"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",0
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",0
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",0
"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",0
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,1
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",0
"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",0
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",0
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",0
They are also upset that some of the machinery and work is taken over to Poland .,-1
A total of $ 78 million will be invested in the project .,0
"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",0
Other details were not provided .,0
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",1
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,0
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,-1
"` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive .",0
Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,1
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,-1
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,1
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",1
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",0
Residents access to the block is planned to be from Aleksandri Street .,0
The value of the orders is over EUR 10mn .,0
Return on investment was 16.6 % compared to 15.8 % in 2004 .,1
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,1
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",1
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",-1
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",0
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ænnen Tehtaat 's other businesses .",0
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,1
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",0
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,1
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",1
"The maximum obligated total trades per day is ISK 400,000,000 market value .",0
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",0
The proposed consolidation activities will impact approximately 30 positions .,0
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .",0
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",1
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",0
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",1
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",1
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,-1
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",0
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",1
The value of the order is around EUR 100 million .,0
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",1
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",-1
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",0
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,0
The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,0
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",-1
An appeal concerning the project has been lodged at the Czech Ministry of the Environment .,0
The value of the three-year contract is estimated at EUR40m .,0
"` Sanoma is a buyer not a target , ' he said .",0
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",-1
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",0
